,Unnamed: 0,actual,SVM Preds,LGB Preds,XGB Preds,CB Preds,MNB_BOW,MNB_TF-IDF
3848,10598,CG,CG,CG,CG,CG,CG,CG
3849,22938,OR,OR,OR,OR,OR,OR,OR
3850,708,OR,CG,CG,CG,CG,CG,CG
3851,28300,OR,OR,OR,OR,OR,OR,OR
3852,14128,OR,OR,OR,OR,OR,OR,OR
3853,8755,CG,CG,CG,CG,CG,CG,CG
3854,18997,OR,OR,OR,OR,OR,OR,OR
3855,34979,OR,OR,OR,OR,OR,OR,OR
3856,3056,CG,CG,CG,CG,CG,CG,CG
3857,7024,OR,OR,OR,OR,OR,OR,OR
3858,13415,OR,OR,OR,OR,OR,OR,OR
3859,30938,OR,OR,OR,OR,OR,OR,OR
3860,8241,CG,CG,CG,CG,CG,CG,CG
3861,14421,OR,OR,OR,OR,OR,OR,OR
3862,16467,OR,CG,CG,OR,CG,CG,CG
3863,5754,OR,OR,OR,OR,OR,OR,OR
3864,8501,CG,OR,OR,OR,OR,CG,CG
3865,27120,OR,OR,OR,OR,OR,OR,OR
3866,38089,OR,CG,CG,CG,CG,CG,CG
3867,14844,CG,CG,CG,CG,CG,CG,CG
3868,26067,CG,OR,OR,OR,OR,CG,CG
3869,6188,OR,OR,OR,OR,OR,OR,OR
3870,27060,CG,CG,CG,CG,CG,CG,CG
3871,23976,CG,CG,CG,CG,CG,CG,CG
3872,8592,CG,CG,CG,CG,CG,CG,CG
3873,8677,CG,OR,OR,OR,CG,CG,CG
3874,32644,OR,OR,OR,OR,OR,OR,OR
3875,25030,CG,CG,CG,CG,CG,CG,CG
3876,23629,OR,OR,OR,OR,OR,OR,OR
3877,22946,OR,OR,OR,OR,OR,OR,OR
3878,28000,CG,CG,CG,CG,CG,CG,CG
3879,1412,OR,OR,OR,OR,OR,OR,OR
3880,6186,OR,OR,OR,OR,OR,OR,OR
3881,725,CG,CG,CG,CG,CG,CG,CG
3882,8140,OR,CG,CG,CG,OR,OR,OR
3883,9992,OR,OR,OR,OR,OR,OR,OR
3884,26434,OR,OR,OR,OR,OR,OR,OR
3885,12231,CG,CG,CG,CG,CG,OR,OR
3886,21239,CG,CG,CG,CG,CG,CG,CG
3887,2185,OR,OR,OR,OR,OR,OR,OR
3888,15507,OR,OR,OR,OR,OR,OR,OR
3889,24809,OR,OR,OR,OR,OR,OR,OR
3890,22570,CG,CG,CG,CG,CG,CG,CG
3891,34854,CG,CG,CG,CG,CG,CG,CG
3892,6596,OR,OR,OR,OR,OR,OR,OR
3893,18167,OR,OR,OR,OR,OR,OR,OR
3894,2726,OR,OR,OR,OR,OR,OR,OR
3895,776,OR,OR,OR,OR,OR,OR,OR
3896,11547,CG,CG,CG,CG,CG,CG,CG
3897,18169,OR,OR,OR,CG,CG,OR,OR
3898,37746,CG,CG,CG,CG,CG,CG,CG
3899,1,CG,CG,CG,CG,CG,CG,CG
3900,1876,CG,CG,CG,CG,CG,CG,CG
3901,39474,CG,CG,CG,CG,CG,CG,CG
3902,3780,CG,CG,CG,OR,OR,CG,CG
3903,34118,OR,OR,OR,OR,OR,OR,OR
3904,37950,OR,CG,CG,OR,OR,CG,OR
3905,15368,CG,CG,CG,CG,CG,CG,CG
3906,27096,OR,OR,OR,OR,OR,OR,OR
3907,30138,CG,OR,OR,OR,OR,CG,OR
3908,3643,CG,CG,CG,CG,CG,CG,CG
3909,34672,CG,CG,CG,CG,CG,CG,CG
3910,13946,CG,CG,CG,CG,CG,CG,CG
3911,32570,CG,CG,CG,CG,CG,CG,CG
3912,10455,OR,OR,OR,OR,OR,OR,OR
3913,20349,CG,CG,CG,CG,CG,CG,CG
3914,20335,CG,CG,CG,OR,CG,CG,CG
3915,33906,OR,OR,OR,OR,OR,OR,OR
3916,16404,OR,OR,OR,OR,OR,OR,OR
3917,3635,CG,CG,CG,CG,CG,CG,CG
3918,22914,CG,CG,CG,CG,CG,CG,CG
3919,61,OR,OR,OR,OR,OR,CG,CG
3920,40391,OR,OR,OR,OR,OR,OR,OR
3921,20294,OR,OR,OR,OR,OR,OR,OR
3922,21967,OR,OR,OR,OR,OR,OR,OR
3923,34351,CG,CG,CG,OR,OR,CG,CG
3924,32813,CG,CG,CG,CG,CG,CG,CG
3925,18875,CG,CG,CG,CG,CG,CG,CG
3926,28170,OR,OR,OR,OR,OR,OR,OR
3927,13595,OR,CG,CG,CG,CG,OR,OR
3928,22199,CG,CG,CG,CG,CG,CG,CG
3929,30510,OR,OR,OR,OR,OR,OR,OR
3930,11348,CG,CG,CG,CG,CG,CG,CG
3931,5159,OR,CG,CG,CG,CG,CG,CG
3932,38488,OR,OR,OR,OR,OR,OR,OR
3933,21231,OR,OR,OR,OR,OR,OR,OR
3934,7821,OR,OR,OR,OR,OR,OR,OR
3935,38555,CG,CG,CG,CG,CG,CG,CG
3936,35795,OR,OR,OR,OR,OR,OR,OR
3937,18002,OR,CG,CG,OR,OR,OR,OR
3938,37527,CG,CG,CG,CG,CG,CG,CG
3939,13988,OR,OR,OR,OR,OR,CG,CG
3940,20847,CG,CG,CG,CG,CG,CG,CG
3941,31158,CG,CG,CG,CG,CG,CG,CG
3942,27221,OR,OR,OR,OR,OR,OR,OR
3943,3737,CG,CG,CG,CG,CG,CG,CG
3944,21211,OR,CG,CG,OR,OR,CG,CG
3945,39107,OR,OR,OR,OR,CG,OR,OR
3946,15017,OR,OR,OR,OR,OR,OR,OR
3947,19119,OR,OR,OR,OR,OR,OR,OR
3948,17483,OR,OR,OR,OR,OR,OR,OR
3949,22832,OR,OR,OR,OR,OR,OR,OR
3950,34155,OR,OR,OR,OR,OR,CG,OR
3951,15672,OR,OR,OR,OR,OR,OR,OR
3952,33516,OR,CG,CG,OR,OR,CG,CG
3953,2952,CG,OR,OR,OR,OR,CG,OR
3954,39800,CG,CG,CG,CG,CG,CG,CG
3955,25205,OR,OR,OR,OR,OR,OR,OR
3956,3113,OR,OR,OR,OR,OR,OR,OR
3957,18036,CG,OR,OR,CG,OR,CG,OR
3958,40357,OR,OR,OR,OR,OR,OR,OR
3959,7183,OR,OR,OR,OR,OR,OR,OR
3960,6231,CG,CG,CG,CG,CG,CG,CG
3961,25172,OR,CG,CG,CG,CG,CG,CG
3962,7162,CG,CG,CG,CG,CG,CG,CG
3963,438,CG,CG,CG,CG,CG,CG,CG
3964,22801,OR,OR,OR,OR,OR,OR,OR
3965,564,OR,OR,OR,OR,OR,CG,OR
3966,23293,CG,CG,CG,CG,CG,CG,CG
3967,18286,CG,CG,CG,CG,CG,CG,CG
3968,25545,OR,OR,OR,OR,OR,OR,OR
3969,35849,OR,OR,OR,OR,OR,OR,OR
3970,16701,OR,OR,OR,OR,OR,OR,OR
3971,19305,OR,OR,OR,OR,OR,OR,OR
3972,19473,CG,OR,OR,OR,OR,CG,CG
3973,38921,OR,OR,OR,OR,OR,OR,OR
3974,32133,OR,OR,OR,OR,OR,OR,OR
3975,32179,CG,CG,CG,CG,CG,CG,CG
3976,10865,OR,OR,OR,OR,OR,OR,OR
3977,10153,CG,CG,CG,CG,CG,CG,CG
3978,35363,CG,CG,CG,CG,CG,CG,CG
3979,25604,CG,CG,CG,CG,CG,CG,CG
3980,29207,OR,CG,CG,CG,CG,CG,CG
3981,791,OR,OR,OR,CG,OR,OR,OR
3982,13104,OR,CG,CG,CG,CG,OR,OR
3983,26303,CG,CG,CG,CG,CG,CG,CG
3984,2525,CG,CG,CG,CG,CG,CG,CG
3985,35281,CG,CG,CG,CG,CG,CG,CG
3986,11225,CG,CG,CG,OR,OR,CG,CG
3987,31448,OR,CG,CG,OR,OR,OR,OR
3988,30694,OR,CG,CG,CG,CG,CG,CG
3989,16157,CG,CG,CG,CG,CG,CG,CG
3990,24498,OR,OR,OR,OR,OR,OR,OR
3991,23371,CG,CG,CG,CG,CG,CG,CG
3992,9786,OR,OR,OR,OR,OR,OR,OR
3993,18175,CG,CG,CG,CG,CG,CG,CG
3994,6442,CG,CG,CG,CG,CG,CG,CG
3995,15000,CG,OR,OR,CG,OR,CG,CG
3996,29832,CG,OR,OR,OR,OR,CG,OR
3997,1748,OR,OR,OR,OR,OR,OR,OR
3998,31652,CG,CG,CG,CG,CG,CG,CG
3999,29792,OR,CG,CG,OR,OR,OR,CG
4000,9473,CG,CG,CG,CG,CG,CG,CG
4001,32709,OR,OR,OR,OR,OR,OR,OR
4002,20899,CG,CG,CG,CG,CG,CG,CG
4003,28796,CG,CG,CG,CG,CG,CG,CG
4004,29950,OR,OR,OR,OR,OR,OR,OR
4005,38724,CG,CG,CG,CG,CG,CG,CG
4006,8824,CG,OR,OR,CG,OR,CG,CG
4007,35679,CG,CG,CG,CG,CG,CG,CG
4008,34193,CG,CG,CG,CG,CG,CG,CG
4009,11484,OR,OR,OR,OR,OR,OR,OR
4010,18529,CG,CG,CG,CG,CG,CG,CG
4011,27612,CG,CG,CG,CG,CG,CG,CG
4012,5533,OR,CG,CG,OR,CG,CG,OR
4013,1282,CG,CG,CG,CG,CG,CG,CG
4014,911,OR,CG,CG,CG,CG,OR,CG
4015,21805,OR,OR,OR,OR,OR,OR,OR
4016,6860,OR,OR,OR,OR,OR,OR,OR
4017,28658,CG,CG,CG,CG,CG,CG,CG
4018,8570,OR,OR,OR,OR,OR,OR,OR
4019,30381,OR,OR,OR,OR,OR,OR,OR
4020,29420,OR,OR,OR,OR,OR,OR,OR
4021,8191,CG,OR,OR,OR,OR,CG,OR
4022,7822,CG,OR,OR,OR,OR,CG,OR
4023,10413,OR,OR,OR,OR,OR,CG,CG
4024,38616,OR,OR,OR,OR,CG,OR,OR
4025,19918,OR,CG,CG,CG,CG,CG,CG
4026,19826,CG,OR,OR,CG,OR,OR,OR
4027,8780,OR,OR,OR,OR,OR,CG,OR
4028,22667,CG,CG,CG,CG,CG,CG,CG
4029,5843,OR,OR,OR,OR,OR,CG,CG
4030,36229,CG,OR,OR,OR,OR,CG,CG
4031,35204,OR,OR,OR,OR,OR,OR,OR
4032,33987,OR,OR,OR,OR,OR,OR,OR
4033,251,CG,OR,OR,CG,CG,CG,CG
4034,29935,CG,CG,CG,CG,CG,CG,CG
4035,27793,OR,CG,CG,OR,OR,OR,OR
4036,7212,OR,OR,OR,OR,OR,OR,OR
4037,31732,CG,CG,CG,CG,CG,CG,CG
4038,29915,CG,CG,CG,CG,CG,CG,CG
4039,14825,CG,CG,CG,CG,OR,OR,OR
4040,33991,CG,CG,CG,CG,CG,CG,CG
4041,19057,OR,OR,OR,OR,OR,OR,OR
4042,5186,CG,CG,CG,CG,CG,CG,CG
4043,1045,CG,CG,CG,CG,CG,CG,CG
4044,36103,CG,CG,CG,CG,CG,CG,CG
4045,36169,OR,OR,OR,OR,OR,OR,OR
4046,27055,OR,OR,OR,OR,OR,OR,OR
4047,1704,OR,OR,OR,OR,OR,OR,OR
4048,11048,OR,OR,OR,OR,OR,OR,OR
4049,19265,OR,OR,OR,OR,OR,OR,OR
4050,13236,CG,CG,CG,CG,CG,CG,CG
4051,39285,CG,CG,CG,CG,CG,CG,CG
4052,17147,CG,OR,OR,OR,OR,CG,CG
4053,35629,OR,OR,OR,OR,OR,OR,OR
4054,9633,OR,OR,OR,OR,OR,OR,OR
4055,33707,CG,CG,CG,CG,CG,CG,CG
4056,681,CG,CG,CG,CG,CG,CG,CG
4057,29937,CG,OR,OR,OR,OR,CG,CG
4058,37439,OR,CG,CG,CG,CG,CG,CG
4059,24584,OR,OR,OR,OR,OR,OR,OR
4060,3852,CG,CG,CG,CG,CG,CG,CG
4061,4548,OR,OR,OR,OR,OR,OR,OR
4062,36874,OR,OR,OR,OR,OR,CG,OR
4063,18577,CG,CG,CG,CG,CG,CG,CG
4064,24302,OR,OR,OR,OR,OR,OR,OR
4065,36561,OR,OR,OR,OR,OR,OR,OR
4066,30415,OR,OR,OR,OR,OR,OR,OR
4067,39322,CG,CG,CG,CG,CG,CG,CG
4068,8249,CG,CG,CG,CG,CG,CG,CG
4069,20433,CG,CG,CG,CG,CG,CG,CG
4070,20346,CG,CG,CG,CG,CG,CG,CG
4071,354,OR,OR,OR,OR,OR,CG,OR
4072,7980,CG,CG,CG,CG,CG,CG,CG
4073,21616,OR,OR,OR,OR,OR,OR,OR
4074,3835,OR,OR,OR,OR,OR,OR,OR
4075,35263,CG,CG,CG,CG,CG,CG,CG
4076,33552,CG,CG,CG,CG,CG,CG,CG
4077,37382,CG,OR,OR,OR,OR,CG,CG
4078,15394,CG,CG,CG,CG,CG,CG,CG
4079,37363,OR,OR,OR,OR,OR,CG,OR
4080,21393,CG,CG,CG,CG,CG,CG,CG
4081,2561,OR,OR,OR,OR,OR,OR,OR
4082,14754,CG,OR,OR,OR,OR,CG,CG
4083,19677,OR,OR,OR,OR,OR,CG,OR
4084,25366,OR,OR,OR,CG,OR,OR,OR
4085,14764,OR,OR,OR,CG,CG,OR,OR
4086,33917,OR,OR,OR,OR,OR,OR,OR
4087,13797,OR,OR,OR,OR,OR,OR,OR
4088,6399,OR,OR,OR,OR,OR,OR,OR
4089,30513,OR,OR,OR,OR,OR,OR,OR
4090,18851,CG,CG,CG,CG,CG,CG,CG
4091,22158,OR,OR,OR,OR,OR,OR,OR
4092,14920,CG,CG,CG,CG,CG,CG,CG
4093,14181,CG,CG,CG,CG,CG,CG,CG
4094,4750,OR,OR,OR,OR,OR,CG,CG
4095,2229,OR,OR,OR,OR,OR,OR,OR
4096,18494,CG,CG,CG,CG,CG,CG,CG
4097,25286,CG,CG,CG,CG,CG,CG,CG
4098,37152,CG,OR,OR,OR,OR,CG,CG
4099,36989,OR,OR,OR,OR,OR,OR,OR
4100,12650,OR,OR,OR,OR,OR,CG,OR
4101,35105,OR,OR,OR,OR,OR,OR,OR
4102,7616,OR,OR,OR,OR,OR,OR,OR
4103,14508,OR,OR,OR,OR,OR,OR,OR
4104,21503,OR,CG,CG,OR,CG,OR,OR
4105,12505,CG,CG,CG,CG,CG,CG,OR
4106,11451,CG,CG,CG,CG,CG,CG,CG
4107,28946,CG,CG,CG,CG,CG,CG,CG
4108,23747,CG,OR,OR,OR,OR,CG,CG
4109,34797,CG,CG,CG,CG,CG,CG,CG
4110,25449,OR,OR,OR,OR,OR,OR,OR
4111,12571,OR,OR,OR,OR,OR,OR,OR
4112,7462,OR,OR,OR,OR,OR,OR,OR
4113,33481,CG,OR,OR,OR,CG,CG,OR
4114,37726,CG,CG,CG,CG,CG,CG,CG
4115,7613,OR,OR,OR,OR,OR,OR,OR
4116,12949,CG,CG,CG,CG,CG,CG,CG
4117,20419,CG,CG,CG,CG,CG,CG,CG
4118,24456,CG,CG,CG,CG,CG,CG,CG
4119,37538,CG,CG,CG,CG,CG,CG,CG
4120,19676,OR,OR,OR,CG,OR,CG,CG
4121,34842,OR,OR,OR,OR,OR,OR,OR
4122,12338,CG,OR,OR,OR,OR,OR,OR
4123,37832,CG,CG,CG,CG,CG,CG,CG
4124,33063,OR,OR,OR,OR,OR,CG,CG
4125,3875,OR,OR,OR,OR,OR,OR,OR
4126,9312,OR,OR,OR,OR,OR,OR,OR
4127,15307,CG,CG,CG,CG,CG,CG,CG
4128,20363,OR,OR,OR,OR,OR,OR,OR
4129,22921,OR,OR,OR,OR,OR,OR,OR
4130,15361,OR,OR,OR,OR,OR,OR,OR
4131,11815,OR,OR,OR,OR,OR,OR,OR
4132,3063,OR,OR,OR,OR,OR,OR,OR
4133,2115,OR,OR,OR,OR,OR,OR,OR
4134,8230,CG,CG,CG,CG,CG,CG,CG
4135,15488,CG,CG,CG,CG,CG,CG,CG
4136,31427,CG,OR,OR,OR,OR,CG,OR
4137,248,CG,CG,CG,CG,CG,CG,CG
4138,37081,OR,CG,CG,OR,OR,CG,CG
4139,37084,OR,OR,OR,OR,OR,OR,OR
4140,15469,OR,OR,OR,OR,OR,OR,OR
4141,11313,CG,CG,CG,CG,CG,CG,CG
4142,27337,OR,OR,OR,OR,OR,OR,OR
4143,11081,OR,OR,OR,OR,OR,OR,OR
4144,39935,OR,OR,OR,OR,OR,OR,OR
4145,26976,CG,CG,CG,CG,OR,CG,CG
4146,31309,CG,CG,CG,CG,CG,CG,CG
4147,5121,CG,CG,CG,CG,CG,CG,CG
4148,12619,CG,OR,OR,CG,CG,OR,OR
4149,6388,CG,CG,CG,CG,CG,CG,CG
4150,29652,CG,CG,CG,CG,CG,CG,CG
4151,32484,OR,OR,OR,OR,OR,OR,OR
4152,14782,OR,OR,OR,OR,OR,OR,OR
4153,28774,OR,OR,OR,OR,OR,OR,OR
4154,39501,OR,OR,OR,OR,OR,OR,OR
4155,25916,CG,OR,OR,CG,CG,CG,CG
4156,25264,OR,CG,CG,CG,CG,CG,CG
4157,37877,OR,OR,OR,OR,OR,OR,OR
4158,16398,OR,OR,OR,OR,OR,OR,OR
4159,10660,OR,OR,OR,OR,OR,OR,OR
4160,13863,OR,OR,OR,OR,OR,OR,OR
4161,3946,CG,CG,CG,CG,CG,CG,CG
4162,34038,OR,OR,OR,OR,OR,OR,OR
4163,6133,CG,OR,OR,OR,OR,CG,CG
4164,17005,CG,CG,CG,CG,CG,CG,CG
4165,8879,OR,OR,OR,OR,OR,CG,OR
4166,35534,OR,OR,OR,OR,OR,OR,OR
4167,34035,OR,OR,OR,OR,OR,CG,OR
4168,8897,CG,CG,CG,CG,CG,CG,CG
4169,31151,OR,OR,OR,OR,OR,OR,OR
4170,31565,CG,CG,CG,OR,OR,CG,CG
4171,36723,CG,CG,CG,CG,CG,CG,CG
4172,15109,OR,OR,OR,OR,OR,OR,OR
4173,27201,OR,OR,OR,OR,OR,OR,OR
4174,5321,CG,OR,OR,OR,OR,CG,OR
4175,32633,OR,OR,OR,OR,OR,OR,OR
4176,6863,CG,CG,CG,CG,CG,CG,CG
4177,33963,OR,OR,OR,OR,OR,OR,OR
4178,31460,OR,OR,OR,OR,OR,OR,OR
4179,18989,OR,OR,OR,OR,OR,OR,OR
4180,83,OR,OR,OR,OR,OR,OR,OR
4181,979,CG,CG,CG,CG,CG,CG,CG
4182,40252,CG,CG,CG,CG,CG,CG,CG
4183,23103,OR,OR,OR,OR,OR,OR,OR
4184,39189,CG,CG,CG,CG,CG,CG,CG
4185,12599,CG,CG,CG,CG,CG,CG,CG
4186,18583,OR,OR,OR,OR,OR,OR,OR
4187,31142,CG,CG,CG,CG,CG,CG,CG
4188,2295,OR,OR,OR,OR,OR,OR,OR
4189,28394,CG,CG,CG,CG,CG,CG,CG
4190,29615,OR,CG,CG,OR,CG,OR,OR
4191,24113,OR,OR,OR,OR,OR,OR,OR
4192,15129,OR,OR,OR,OR,OR,OR,OR
4193,17737,OR,OR,OR,OR,OR,OR,OR
4194,8729,OR,OR,OR,OR,OR,CG,OR
4195,27822,OR,OR,OR,OR,OR,OR,OR
4196,9520,CG,CG,CG,CG,CG,CG,CG
4197,28975,CG,CG,CG,CG,CG,CG,CG
4198,14948,CG,CG,CG,CG,CG,CG,CG
4199,31651,OR,OR,OR,OR,OR,OR,OR
4200,13471,CG,OR,OR,OR,OR,CG,CG
4201,29891,OR,OR,OR,OR,OR,OR,OR
4202,6065,CG,CG,CG,CG,CG,CG,CG
4203,15610,CG,CG,CG,CG,CG,CG,CG
4204,6404,OR,OR,OR,OR,OR,OR,OR
4205,34741,OR,OR,OR,OR,OR,OR,OR
4206,31641,OR,OR,OR,OR,OR,OR,OR
4207,7499,CG,CG,CG,CG,CG,CG,CG
4208,20838,CG,CG,CG,OR,CG,CG,CG
4209,7327,CG,CG,CG,CG,CG,CG,CG
4210,9861,OR,CG,CG,CG,OR,OR,OR
4211,22698,OR,OR,OR,OR,OR,OR,OR
4212,35667,CG,CG,CG,CG,CG,CG,CG
4213,32173,CG,CG,CG,CG,CG,CG,CG
4214,9058,CG,CG,CG,CG,CG,CG,CG
4215,24180,CG,CG,CG,CG,CG,CG,CG
4216,4729,CG,CG,CG,CG,CG,CG,CG
4217,30731,CG,CG,CG,CG,CG,CG,CG
4218,32188,OR,OR,OR,OR,OR,OR,OR
4219,25787,OR,OR,OR,OR,OR,OR,OR
4220,31157,OR,OR,OR,OR,OR,OR,OR
4221,10299,OR,OR,OR,OR,OR,OR,OR
4222,4419,OR,OR,OR,CG,OR,OR,OR
4223,29782,CG,CG,CG,OR,CG,CG,CG
4224,22535,CG,CG,CG,CG,CG,CG,CG
4225,4998,OR,OR,OR,OR,OR,OR,OR
4226,31383,CG,CG,CG,CG,CG,CG,CG
4227,15984,OR,OR,OR,OR,OR,OR,OR
4228,7474,OR,OR,OR,OR,OR,OR,OR
4229,1684,CG,CG,CG,CG,CG,CG,CG
4230,19297,OR,OR,OR,OR,OR,OR,OR
4231,14936,CG,CG,CG,CG,CG,CG,CG
4232,330,CG,CG,CG,CG,CG,CG,CG
4233,14647,CG,CG,CG,CG,CG,CG,CG
4234,17840,OR,OR,OR,OR,OR,OR,OR
4235,27070,OR,OR,OR,OR,OR,OR,OR
4236,18699,OR,OR,OR,OR,OR,OR,OR
4237,9126,CG,CG,CG,OR,CG,OR,OR
4238,2692,CG,CG,CG,CG,CG,CG,CG
4239,11427,CG,CG,CG,CG,CG,CG,CG
4240,23191,OR,OR,OR,OR,OR,OR,OR
4241,24706,CG,CG,CG,CG,CG,CG,CG
4242,27629,CG,CG,CG,CG,CG,CG,CG
4243,34997,OR,OR,OR,OR,OR,CG,OR
4244,10353,CG,CG,CG,CG,CG,CG,CG
4245,9826,OR,OR,OR,OR,OR,OR,OR
4246,12640,OR,OR,OR,OR,OR,OR,OR
4247,17072,CG,CG,CG,CG,CG,CG,CG
4248,9790,OR,CG,CG,CG,CG,CG,OR
4249,14607,CG,CG,CG,OR,OR,CG,OR
4250,17721,CG,CG,CG,CG,CG,CG,CG
4251,20210,OR,OR,OR,OR,OR,OR,OR
4252,12216,CG,CG,CG,CG,CG,CG,CG
4253,27093,OR,OR,OR,OR,OR,OR,OR
4254,39582,OR,OR,OR,OR,OR,OR,OR
4255,9722,OR,OR,OR,OR,OR,CG,OR
4256,35845,CG,CG,CG,CG,CG,CG,CG
4257,18218,CG,CG,CG,CG,CG,CG,CG
4258,738,CG,OR,OR,OR,OR,OR,OR
4259,709,OR,OR,OR,OR,OR,OR,OR
4260,26891,OR,OR,OR,OR,OR,OR,OR
4261,11189,OR,OR,OR,OR,OR,OR,OR
4262,28999,OR,CG,CG,CG,CG,OR,OR
4263,341,CG,CG,CG,CG,CG,CG,CG
4264,19353,OR,OR,OR,OR,OR,OR,OR
4265,30925,CG,CG,CG,CG,CG,CG,CG
4266,7984,CG,CG,CG,CG,CG,CG,CG
4267,6912,CG,CG,CG,CG,CG,CG,CG
4268,36105,OR,OR,OR,OR,OR,OR,OR
4269,1594,OR,OR,OR,OR,OR,OR,OR
4270,31946,CG,CG,CG,CG,CG,CG,CG
4271,8499,CG,CG,CG,CG,CG,CG,CG
4272,34799,CG,CG,CG,CG,CG,CG,CG
4273,19022,CG,CG,CG,CG,CG,CG,CG
4274,16831,OR,OR,OR,OR,OR,CG,CG
4275,29658,CG,CG,CG,CG,CG,CG,CG
4276,27459,CG,CG,CG,CG,CG,CG,CG
4277,16470,OR,OR,OR,OR,OR,OR,OR
4278,5715,CG,OR,OR,CG,CG,CG,CG
4279,23955,CG,CG,CG,CG,CG,CG,OR
4280,7580,OR,OR,OR,OR,OR,OR,OR
4281,14680,CG,CG,CG,CG,CG,CG,CG
4282,29370,CG,OR,OR,OR,OR,CG,CG
4283,38814,OR,OR,OR,OR,OR,OR,OR
4284,30604,CG,CG,CG,CG,CG,CG,CG
4285,14595,OR,OR,OR,OR,OR,OR,OR
4286,30745,OR,OR,OR,OR,OR,OR,OR
4287,7718,CG,CG,CG,CG,CG,CG,CG
4288,6245,OR,OR,OR,OR,OR,OR,OR
4289,31887,OR,OR,OR,OR,OR,OR,OR
4290,21123,OR,OR,OR,OR,OR,CG,OR
4291,38834,CG,CG,CG,CG,CG,CG,CG
4292,11239,OR,OR,OR,OR,OR,OR,OR
4293,28078,OR,OR,OR,OR,OR,OR,OR
4294,5354,OR,OR,OR,OR,OR,OR,OR
4295,3507,OR,OR,OR,OR,OR,OR,OR
4296,1549,CG,CG,CG,CG,CG,CG,CG
4297,17031,OR,OR,OR,OR,OR,OR,OR
4298,27059,CG,OR,OR,OR,OR,OR,OR
4299,19832,CG,CG,CG,CG,CG,CG,CG
4300,1703,OR,OR,OR,OR,OR,OR,OR
4301,4068,CG,CG,CG,CG,CG,CG,CG
4302,2245,CG,CG,CG,CG,CG,CG,CG
4303,28194,CG,CG,CG,CG,CG,CG,CG
4304,10063,OR,OR,OR,OR,OR,OR,OR
4305,10926,OR,OR,OR,OR,OR,OR,OR
4306,29158,CG,CG,CG,CG,CG,CG,CG
4307,36639,CG,CG,CG,CG,CG,CG,CG
4308,11146,OR,OR,OR,OR,OR,OR,OR
4309,7411,OR,OR,OR,OR,OR,OR,OR
4310,34461,CG,CG,CG,CG,CG,CG,CG
4311,37621,CG,CG,CG,CG,CG,CG,CG
4312,27346,OR,CG,CG,OR,OR,OR,OR
4313,3566,CG,OR,OR,OR,CG,CG,CG
4314,27295,OR,OR,OR,OR,OR,OR,OR
4315,11327,OR,OR,OR,OR,OR,OR,OR
4316,40274,CG,CG,CG,CG,CG,CG,CG
4317,38511,CG,CG,CG,CG,CG,CG,CG
4318,8966,CG,CG,CG,CG,CG,CG,CG
4319,38266,OR,OR,OR,OR,OR,OR,OR
4320,23081,OR,OR,OR,OR,OR,OR,OR
4321,30385,OR,OR,OR,OR,OR,OR,OR
4322,15348,CG,CG,CG,OR,CG,CG,CG
4323,35405,OR,OR,OR,OR,OR,OR,OR
4324,22383,OR,OR,OR,OR,OR,OR,OR
4325,2189,OR,OR,OR,OR,OR,OR,OR
4326,15709,CG,CG,CG,CG,CG,CG,CG
4327,9128,CG,CG,CG,CG,CG,CG,CG
4328,12515,OR,OR,OR,OR,OR,OR,OR
4329,18707,OR,OR,OR,OR,OR,OR,OR
4330,37646,CG,CG,CG,CG,CG,CG,CG
4331,13312,CG,CG,CG,CG,CG,CG,OR
4332,28943,CG,CG,CG,CG,CG,CG,CG
4333,33865,CG,OR,OR,CG,CG,CG,CG
4334,2916,OR,OR,OR,OR,OR,OR,OR
4335,27784,OR,CG,CG,CG,OR,OR,OR
4336,1888,OR,OR,OR,OR,OR,CG,CG
4337,11813,OR,OR,OR,OR,OR,OR,OR
4338,31140,OR,OR,OR,OR,OR,OR,OR
4339,14359,CG,CG,CG,CG,CG,CG,CG
4340,8020,CG,CG,CG,CG,CG,CG,CG
4341,11941,OR,OR,OR,OR,OR,OR,OR
4342,648,CG,OR,OR,OR,OR,CG,CG
4343,34682,CG,CG,CG,CG,CG,CG,CG
4344,32684,CG,CG,CG,CG,CG,CG,CG
4345,31129,CG,CG,CG,CG,CG,CG,CG
4346,32104,OR,OR,OR,OR,OR,OR,OR
4347,26350,CG,CG,CG,CG,CG,CG,CG
4348,16583,CG,CG,CG,CG,CG,CG,CG
4349,40136,CG,CG,CG,CG,CG,CG,CG
4350,38397,CG,CG,CG,CG,OR,CG,CG
4351,2207,CG,CG,CG,CG,CG,CG,CG
4352,10650,CG,CG,CG,CG,CG,CG,CG
4353,40174,CG,CG,CG,OR,OR,CG,CG
4354,38213,OR,OR,OR,OR,OR,OR,OR
4355,38469,OR,OR,OR,OR,OR,CG,CG
4356,34294,OR,OR,OR,OR,OR,OR,OR
4357,6224,OR,OR,OR,OR,OR,OR,OR
4358,27724,CG,CG,CG,CG,CG,CG,CG
4359,39137,CG,OR,OR,OR,CG,CG,CG
4360,23815,OR,OR,OR,OR,OR,OR,OR
4361,37618,CG,CG,CG,CG,CG,CG,CG
4362,39910,OR,OR,OR,OR,OR,OR,OR
4363,34346,CG,CG,CG,CG,CG,CG,CG
4364,18938,CG,CG,CG,CG,CG,CG,CG
